# level,theme,typeCount,slotCapacity,threeStarSeconds,twoStarSeconds,clearReward,layers
# v9 progression: staged theme unlocks; slower icon-type ramp; level 120+ supports 4 layers; level 360+ supports 5 layers
924,Vehicle,10,7,367,734,143,Custom:.X.XXXXXX/..X.XXXXX/.XXXX.XXX/.XXXXXXXX/XXXX.XXX./XX..XXXXX@0:0:1|LayerDiamond15@0.5:0.5:0.64|LayerMiniDiamond9@0.5:0.5:0.48|LayerStagger9@0.5:0.5:0.5|LayerCap18@0.5:0.5:0.42
925,Weather,10,7,367,734,163,Custom:X.X...X./X....XXX/.X.XX.X./XXXXXX.X/XXXXXXXX/XXXXXXXX/XXXXXXXX@0:0:1|LayerCap18@0.5:0.5:0.64|LayerCross15@0.5:0.5:0.48|LayerCrown15@0.5:0.5:0.5|LayerCross15@0.5:0.5:0.42
926,Tool,10,7,367,734,143,Custom:XXX..X.X./X.XXXXX../..XXXXX../.X..XXX../X.XXXXX.X/X..XXXX.X/XXXXXXXXX@0:0:1|LayerPillar12@0.5:0.5:0.64|LayerOffset12@0.5:0.5:0.48|LayerMiniDiamond9@0.5:0.5:0.5|LayerOffset12@0.5:0.5:0.42
927,Fantasy,10,7,367,734,143,Custom:X.XX.XX./..XXXXX./..XXXX../XXXXXXXX/XX..XX.X/X.XXXXXX/XXXXXXXX@0:0:1|LayerCross15@0.5:0.5:0.64|LayerPillar12@0.5:0.5:0.48|LayerDiagonal6@0.5:0.5:0.5|LayerDiamond15@0.5:0.5:0.42
928,Food,10,7,368,736,144,Custom:XXX..X../XXXXXXXX/.X.X.XX./X...XX../XXXXXXX./XXXXXXXX/XXXXXXXX@0:0:1|LayerStagger9@0.5:0.5:0.64|LayerDiagonal6@0.5:0.5:0.48|LayerLine12@0.5:0.5:0.5|LayerPillar12@0.5:0.5:0.42
929,Plant,10,7,368,736,144,Custom:XX......./X..XX.X.X/XXXXXX.XX/XXXXXXXXX/XXXXXXXXX/XXXXXXXXX@0:0:1|LayerOffset12@0.5:0.5:0.64|LayerLine12@0.5:0.5:0.48|LayerCap18@0.5:0.5:0.5|LayerStagger9@0.5:0.5:0.42
930,Fantasy,10,7,380,760,144,Custom:....X..X./X.XXXXXX./XXXXXXXX./.XXXXXXX./XXXXXXXXX/XXXXXXXXX@0:0:1|LayerBlock9@0.5:0.5:0.64|LayerStagger9@0.5:0.5:0.48|LayerCross15@0.5:0.5:0.5|LayerCrown15@0.5:0.5:0.42
931,Sweet,10,7,368,736,144,Custom:..XXXXXX/.XXXXXXX/XXXXXXXX/XXXXXXX./XX.XXXX./XXXXXXXX@0:0:1|LayerLine12@0.5:0.5:0.64|LayerMiniDiamond9@0.5:0.5:0.48|LayerOffset12@0.5:0.5:0.5|LayerMiniDiamond9@0.5:0.5:0.42
932,Bug,10,7,369,738,144,Custom:...XXXX../..X.XXXXX/XXX.XXXXX/..X.XXXXX/.X.XXXXXX/...XXXXX./..XXXXXX.@0:0:1|LayerCorners12@0.5:0.5:0.64|LayerCross15@0.5:0.5:0.48|LayerDiamond15@0.5:0.5:0.5|LayerDiagonal6@0.5:0.5:0.42
933,Vehicle,10,7,369,738,144,Custom:.X......./X.XX...../.XXX..X../XXXXXXXX./XXXXXXXX./XXXXXXXXX/XXXXXXXXX@0:0:1|LayerCrown15@0.5:0.5:0.64|LayerOffset12@0.5:0.5:0.48|LayerPillar12@0.5:0.5:0.5|LayerLine12@0.5:0.5:0.42
934,Weather,10,7,369,738,144,Custom:XX...XXX/XXXXXX.X/.XXX.XXX/..XXXX../XXXXXX../XXXXXXX./XXXXXXX.@0:0:1|LayerDiamond15@0.5:0.5:0.64|LayerPillar12@0.5:0.5:0.48|LayerStagger9@0.5:0.5:0.5|LayerCap18@0.5:0.5:0.42
935,Tool,10,7,369,738,144,Custom:..XXXXXXX/...XX.XXX/..XXXXXXX/.XXXXXX.X/XXXXXX..X/XXXXXXXXX@0:0:1|LayerCap18@0.5:0.5:0.64|LayerDiagonal6@0.5:0.5:0.48|LayerCrown15@0.5:0.5:0.5|LayerCross15@0.5:0.5:0.42
936,Fantasy,10,7,369,738,145,Custom:X....XXX./XXXXXXXXX/X..XXXXXX/.X..XXXXX/.X.XXXXXX/XXXXXXXXX@0:0:1|LayerPillar12@0.5:0.5:0.64|LayerLine12@0.5:0.5:0.48|LayerMiniDiamond9@0.5:0.5:0.5|LayerOffset12@0.5:0.5:0.42
937,Food,10,7,370,740,145,Custom:....XXXX/XXXXX.XX/XXXXXXXX/XXXXXXXX/.XXXXXXX/XXXXXXXX@0:0:1|LayerCross15@0.5:0.5:0.64|LayerStagger9@0.5:0.5:0.48|LayerDiagonal6@0.5:0.5:0.5|LayerDiamond15@0.5:0.5:0.42
938,Plant,10,7,370,740,145,Custom:XX....X.X/XXXXXXXX./XXXXXXX../XXXXXXXXX/X.XXXXXXX/.XXX..XXX@0:0:1|LayerStagger9@0.5:0.5:0.64|LayerMiniDiamond9@0.5:0.5:0.48|LayerLine12@0.5:0.5:0.5|LayerPillar12@0.5:0.5:0.42
939,Animal,10,7,370,740,145,Custom:XX..XXX../X..XX..../X..X.X.../XX.XXX..X/XXXXXXXXX/XXXXX.XXX/XXXXX.XXX@0:0:1|LayerOffset12@0.5:0.5:0.64|LayerCross15@0.5:0.5:0.48|LayerCap18@0.5:0.5:0.5|LayerStagger9@0.5:0.5:0.42
940,Fantasy,10,7,382,764,145,Custom:..XXX.../.XX.XXX./.XXXXXXX/XXXXXXXX/XXXXXXXX/.XXXXXX./.XXXXX..@0:0:1|LayerBlock9@0.5:0.5:0.64|LayerOffset12@0.5:0.5:0.48|LayerCross15@0.5:0.5:0.5|LayerCrown15@0.5:0.5:0.42
941,Bug,10,7,371,742,145,Custom:.X..XX.../.X.XXX.X./..XXXXXX./..XXXXX../X.XXXXXX./XXXXXXXXX/XXXXXXX..@0:0:1|LayerLine12@0.5:0.5:0.64|LayerPillar12@0.5:0.5:0.48|LayerOffset12@0.5:0.5:0.5|LayerMiniDiamond9@0.5:0.5:0.42
942,Vehicle,10,7,371,742,145,Custom:...XXX.../.X.XXXX../XXXXXXXX./XXXXXXXXX/XXXXXXXXX/XXXXX.XXX@0:0:1|LayerCorners12@0.5:0.5:0.64|LayerDiagonal6@0.5:0.5:0.48|LayerDiamond15@0.5:0.5:0.5|LayerDiagonal6@0.5:0.5:0.42
943,Weather,10,7,371,742,145,Custom:.XXXXXX./...XXXXX/XX.XXXXX/XXXXXXXX/XXXXXXXX/XXXXXXXX@0:0:1|LayerCrown15@0.5:0.5:0.64|LayerLine12@0.5:0.5:0.48|LayerPillar12@0.5:0.5:0.5|LayerLine12@0.5:0.5:0.42
944,Tool,10,7,371,742,146,Custom:.....XXX./.XXX.XXXX/.X.XXXXXX/..XXXXXXX/XXXXXXXXX/XXXXXXXXX@0:0:1|LayerDiamond15@0.5:0.5:0.64|LayerStagger9@0.5:0.5:0.48|LayerStagger9@0.5:0.5:0.5|LayerCap18@0.5:0.5:0.42
945,Fantasy,10,7,371,742,146,Custom:.XXX.X.XX/..XX.XX../XXXXXXX../XXXXXXX../XXXXXXXXX/XXXXXXXXX@0:0:1|LayerCap18@0.5:0.5:0.64|LayerMiniDiamond9@0.5:0.5:0.48|LayerCrown15@0.5:0.5:0.5|LayerCross15@0.5:0.5:0.42
946,Food,10,7,372,744,146,Custom:.X..XXX./.XXXXXX./.X.XXXX./.X.XXXXX/.X.XXXXX/XX.XXXXX/XXXXXXXX@0:0:1|LayerPillar12@0.5:0.5:0.64|LayerCross15@0.5:0.5:0.48|LayerMiniDiamond9@0.5:0.5:0.5|LayerOffset12@0.5:0.5:0.42
947,Plant,10,7,372,744,146,Custom:...XX.../XXXXXXXX/..X.XXXX/...XXXXX/.XXXXXXX/.XXXXXXX/XXXXXXXX@0:0:1|LayerCross15@0.5:0.5:0.64|LayerOffset12@0.5:0.5:0.48|LayerDiagonal6@0.5:0.5:0.5|LayerDiamond15@0.5:0.5:0.42
948,Animal,10,7,372,744,146,Custom:..X...XX./...X...XX/..XX..XX./.XXXXXXX./XXXXX.XXX/XXXXXX.XX/XXXXXXXXX@0:0:1|LayerStagger9@0.5:0.5:0.64|LayerPillar12@0.5:0.5:0.48|LayerLine12@0.5:0.5:0.5|LayerPillar12@0.5:0.5:0.42
949,Sweet,10,7,372,744,146,Custom:..XXXX.X/XXXXXXXX/XXXXXX../XXXXXXX./XXXXXXXX/XXXXXXXX@0:0:1|LayerOffset12@0.5:0.5:0.64|LayerDiagonal6@0.5:0.5:0.48|LayerCap18@0.5:0.5:0.5|LayerStagger9@0.5:0.5:0.42
950,Fantasy,10,7,385,770,166,Custom:...XXX.XX/X.XXXXX.X/XXXXXXXXX/X.XXXXXXX/.XXXXX.XX/.XX.XXXX.@0:0:1|LayerBlock9@0.5:0.5:0.64|LayerLine12@0.5:0.5:0.48|LayerCross15@0.5:0.5:0.5|LayerCrown15@0.5:0.5:0.42
951,Vehicle,10,7,373,746,146,Custom:....X.X../XX..X.XXX/XXXXXXXXX/.XXXXXXXX/X.XXXXXXX/XXXXXXXXX@0:0:1|LayerLine12@0.5:0.5:0.64|LayerStagger9@0.5:0.5:0.48|LayerOffset12@0.5:0.5:0.5|LayerMiniDiamond9@0.5:0.5:0.42
952,Weather,10,7,373,746,147,Custom:X.XXX..X/XX.XX.XX/XXXXXXXX/XXXXXXX./XXXXXXXX/XXXXXXXX@0:0:1|LayerCorners12@0.5:0.5:0.64|LayerMiniDiamond9@0.5:0.5:0.48|LayerDiamond15@0.5:0.5:0.5|LayerDiagonal6@0.5:0.5:0.42
953,Tool,10,7,373,746,147,Custom:..XXXX../..X.XXX./.XXXXXX./XXXXXXXX/.XXXXXXX/.XXXXXXX/.XXXXXX.@0:0:1|LayerCrown15@0.5:0.5:0.64|LayerCross15@0.5:0.5:0.48|LayerPillar12@0.5:0.5:0.5|LayerLine12@0.5:0.5:0.42
954,Fantasy,10,7,373,746,147,Custom:.XXXXX.X./X..XXXXXX/....XX..X/...XXX.../..XXXX..X/XXXXXXXXX/XXXXXXXXX@0:0:1|LayerDiamond15@0.5:0.5:0.64|LayerOffset12@0.5:0.5:0.48|LayerStagger9@0.5:0.5:0.5|LayerCap18@0.5:0.5:0.42
955,Food,10,7,374,748,147,Custom:XX...X.X/.XX..XX./X...XXXX/XXXXXXX./X.XX.XXX/XXXXXXXX/XXXXXXXX@0:0:1|LayerCap18@0.5:0.5:0.64|LayerPillar12@0.5:0.5:0.48|LayerCrown15@0.5:0.5:0.5|LayerCross15@0.5:0.5:0.42
956,Plant,10,7,374,748,147,Custom:.XXXXXXX/X.XXXX.X/.XXXXXXX/.XXXXXXX/.XXXXXXX/XXXXXXXX@0:0:1|LayerPillar12@0.5:0.5:0.64|LayerDiagonal6@0.5:0.5:0.48|LayerMiniDiamond9@0.5:0.5:0.5|LayerOffset12@0.5:0.5:0.42
957,Animal,10,7,374,748,147,Custom:.XX..X.../..XXX.X.X/XXXXXXXXX/X.XXXXX.X/XXXXXXXXX/XXXXXXXXX@0:0:1|LayerCross15@0.5:0.5:0.64|LayerLine12@0.5:0.5:0.48|LayerDiagonal6@0.5:0.5:0.5|LayerDiamond15@0.5:0.5:0.42
958,Sweet,10,7,374,748,147,Custom:..X.XX../X.XXXXXX/XXXXXXXX/XXXXXXXX/XXXXXXXX/XXXXXXXX@0:0:1|LayerStagger9@0.5:0.5:0.64|LayerStagger9@0.5:0.5:0.48|LayerLine12@0.5:0.5:0.5|LayerPillar12@0.5:0.5:0.42
959,Bug,10,7,374,748,147,Custom:X...XX../.XXXXXXX/XXXXXXXX/XXXXXXXX/XXXXXXXX/XXXXXXXX@0:0:1|LayerOffset12@0.5:0.5:0.64|LayerMiniDiamond9@0.5:0.5:0.48|LayerCap18@0.5:0.5:0.5|LayerStagger9@0.5:0.5:0.42
960,Fantasy,10,7,387,774,148,Custom:.XX.XXXX./X...X..XX/...XXXX.X/X..XXXXXX/...XXXXX./..XXXXXXX/XXXXXXXX.@0:0:1|LayerBlock9@0.5:0.5:0.64|LayerCross15@0.5:0.5:0.48|LayerCross15@0.5:0.5:0.5|LayerCrown15@0.5:0.5:0.42
961,Weather,10,7,375,750,148,Custom:XXX.XXX./...XXXXX/..X..X.X/..XXXXXX/XX.X.XXX/XXXXXXXX/XXXXXXXX@0:0:1|LayerLine12@0.5:0.5:0.64|LayerOffset12@0.5:0.5:0.48|LayerOffset12@0.5:0.5:0.5|LayerMiniDiamond9@0.5:0.5:0.42
962,Tool,10,7,375,750,148,Custom:XXX.XXXX/XX..XXX./...XXXX./..XXXX../.XXXXXX./XXXXXXXX/XXXXXXXX@0:0:1|LayerCorners12@0.5:0.5:0.64|LayerPillar12@0.5:0.5:0.48|LayerDiamond15@0.5:0.5:0.5|LayerDiagonal6@0.5:0.5:0.42
963,Fantasy,10,7,375,750,148,Custom:...XXXXX./..XXXXXX./.XXXXXXXX/XXXXXXXX./XXXXXXX../XXXXXXX.X@0:0:1|LayerCrown15@0.5:0.5:0.64|LayerDiagonal6@0.5:0.5:0.48|LayerPillar12@0.5:0.5:0.5|LayerLine12@0.5:0.5:0.42
964,Food,10,7,376,752,148,Custom:XXX.X.XX/.XXXXXXX/XXXX.XX./XXXXXXXX/.XXXXXXX/XXXXXXXX@0:0:1|LayerDiamond15@0.5:0.5:0.64|LayerLine12@0.5:0.5:0.48|LayerStagger9@0.5:0.5:0.5|LayerCap18@0.5:0.5:0.42
965,Plant,10,7,376,752,148,Custom:..XXXX.X/.XX.X.XX/XXXXXXXX/XXXXXXXX/XXXXXXXX/XXXXXXXX@0:0:1|LayerCap18@0.5:0.5:0.64|LayerStagger9@0.5:0.5:0.48|LayerCrown15@0.5:0.5:0.5|LayerCross15@0.5:0.5:0.42
966,Animal,10,7,376,752,148,Custom:.XXX.XXX./.XXXXX.../XXXXXX.X./XXXXXXX../XXXXXXXXX/.XXXXXXXX@0:0:1|LayerPillar12@0.5:0.5:0.64|LayerMiniDiamond9@0.5:0.5:0.48|LayerMiniDiamond9@0.5:0.5:0.5|LayerOffset12@0.5:0.5:0.42
967,Sweet,10,7,376,752,148,Custom:..X.XX../..XXXX../XXXXXXXX/..XXXXX./XXXXXXXX/X.XXXX.X/XXXXXXXX@0:0:1|LayerCross15@0.5:0.5:0.64|LayerCross15@0.5:0.5:0.48|LayerDiagonal6@0.5:0.5:0.5|LayerDiamond15@0.5:0.5:0.42
968,Bug,10,7,376,752,149,Custom:X.X..X.X/.XXX..XX/.XXX..XX/.XXXXXX./.XXXXXX./XXXXXXXX/XXXXXXXX@0:0:1|LayerStagger9@0.5:0.5:0.64|LayerOffset12@0.5:0.5:0.48|LayerLine12@0.5:0.5:0.5|LayerPillar12@0.5:0.5:0.42
969,Vehicle,10,7,377,754,149,Custom:....X..../XXXXXXX../.....XXX./.XXXXXX../XXXXXXXX./XXXXXXXXX/.XXXXXXXX@0:0:1|LayerOffset12@0.5:0.5:0.64|LayerPillar12@0.5:0.5:0.48|LayerCap18@0.5:0.5:0.5|LayerStagger9@0.5:0.5:0.42
970,Fantasy,10,7,389,778,149,Custom:.XXXXX../XXXXXXX./XXXXXXX./.XXXXXXX/XXXXXXXX/XXXXXXXX@0:0:1|LayerBlock9@0.5:0.5:0.64|LayerDiagonal6@0.5:0.5:0.48|LayerCross15@0.5:0.5:0.5|LayerCrown15@0.5:0.5:0.42
971,Tool,10,7,377,754,149,Custom:XX...XXX/XXX..XXX/.XXXXXXX/XXXXXXXX/XXXXXXXX/XXXXXXXX@0:0:1|LayerLine12@0.5:0.5:0.64|LayerLine12@0.5:0.5:0.48|LayerOffset12@0.5:0.5:0.5|LayerMiniDiamond9@0.5:0.5:0.42
972,Fantasy,10,7,377,754,149,Custom:XXX.X.XX./XXX...XX./.XXXXXXX./.XXXXXXX./XXXXXXXX./XXXXXXXXX@0:0:1|LayerCorners12@0.5:0.5:0.64|LayerStagger9@0.5:0.5:0.48|LayerDiamond15@0.5:0.5:0.5|LayerDiagonal6@0.5:0.5:0.42
973,Food,10,7,378,756,149,Custom:X.....XX/XXXXXXXX/.XXXXXXX/XXXXXXXX/XXXXXXXX/XXXXXXXX@0:0:1|LayerCrown15@0.5:0.5:0.64|LayerMiniDiamond9@0.5:0.5:0.48|LayerPillar12@0.5:0.5:0.5|LayerLine12@0.5:0.5:0.42
974,Plant,10,7,378,756,149,Custom:XX...X.X/XX...XX./XXX..XXX/XX..XXXX/XXXXXXXX/XX.XXXXX/XX.XXXXX@0:0:1|LayerDiamond15@0.5:0.5:0.64|LayerCross15@0.5:0.5:0.48|LayerStagger9@0.5:0.5:0.5|LayerCap18@0.5:0.5:0.42
975,Animal,10,7,378,756,169,Custom:..X..XX../...XXXX../..XXXXXXX/...XX.XXX/..XXXXXXX/.XXXXXXX./XXXXXXXXX@0:0:1|LayerCap18@0.5:0.5:0.64|LayerOffset12@0.5:0.5:0.48|LayerCrown15@0.5:0.5:0.5|LayerCross15@0.5:0.5:0.42
976,Sweet,10,7,378,756,150,Custom:XX..XX./XX.XXX./XX.XXXX/XXXXXXX/.XXXXXX/XXXXXXX/XXXXXXX@0:0:1|LayerPillar12@0.5:0.5:0.64|LayerPillar12@0.5:0.5:0.48|LayerMiniDiamond9@0.5:0.5:0.5|LayerOffset12@0.5:0.5:0.42
977,Bug,10,7,378,756,150,Custom:.XX.XXX./.XXXXXXX/XXXXXXX./XXXXXXX./XXXXXXXX/XXXXXXXX@0:0:1|LayerCross15@0.5:0.5:0.64|LayerDiagonal6@0.5:0.5:0.48|LayerDiagonal6@0.5:0.5:0.5|LayerDiamond15@0.5:0.5:0.42
978,Vehicle,10,7,379,758,150,Custom:.X.X.XXXX/..XXX.XXX/...XXXXXX/XXXXXXXX./.XXXXXXXX/.XXXXXXXX@0:0:1|LayerStagger9@0.5:0.5:0.64|LayerLine12@0.5:0.5:0.48|LayerLine12@0.5:0.5:0.5|LayerPillar12@0.5:0.5:0.42
979,Weather,10,7,379,758,150,Custom:.XXX.XXX/.XXXXXXX/XXX..XXX/XXXXXXXX/XXXXXXX./XXXXXXXX@0:0:1|LayerOffset12@0.5:0.5:0.64|LayerStagger9@0.5:0.5:0.48|LayerCap18@0.5:0.5:0.5|LayerStagger9@0.5:0.5:0.42
980,Fantasy,10,7,391,782,150,Custom:XXXXXXX./XXXXX.X./XXXXXXX./XXXXXXX./XXXXXXXX/XXXXXXX.@0:0:1|LayerBlock9@0.5:0.5:0.64|LayerMiniDiamond9@0.5:0.5:0.48|LayerCross15@0.5:0.5:0.5|LayerCrown15@0.5:0.5:0.42
981,Fantasy,10,7,379,758,150,Custom:.XXX.X.../XXXX...XX/XXXXXXX../.XXXXX.../.XXXXXX../XXXXXXX../XXXXXXX..@0:0:1|LayerLine12@0.5:0.5:0.64|LayerCross15@0.5:0.5:0.48|LayerOffset12@0.5:0.5:0.5|LayerMiniDiamond9@0.5:0.5:0.42
982,Food,10,7,380,760,150,Custom:..XX..../..XXXX../XXXXXXX./XXXXXXX./XXXXXX../XXXXXXXX/XXXXXXXX@0:0:1|LayerCorners12@0.5:0.5:0.64|LayerOffset12@0.5:0.5:0.48|LayerDiamond15@0.5:0.5:0.5|LayerDiagonal6@0.5:0.5:0.42
983,Plant,10,7,380,760,150,Custom:..XX.XXX/XXXXX..X/.XXX..XX/.X.XXXXX/.X.XXXXX/X.XXXXXX/X.XXXXXX@0:0:1|LayerCrown15@0.5:0.5:0.64|LayerPillar12@0.5:0.5:0.48|LayerPillar12@0.5:0.5:0.5|LayerLine12@0.5:0.5:0.42
984,Animal,10,7,380,760,151,Custom:..XXXX.X./.XXXXX..X/XXXXXX.../XXXXXXX../XXXXXXXXX/XXXXXXXXX@0:0:1|LayerDiamond15@0.5:0.5:0.64|LayerDiagonal6@0.5:0.5:0.48|LayerStagger9@0.5:0.5:0.5|LayerCap18@0.5:0.5:0.42
985,Sweet,10,7,380,760,151,Custom:XXXX...X/XX.XX.XX/XXXXXXX./XXXXXXXX/XXXXXXXX/XXXXXXXX@0:0:1|LayerCap18@0.5:0.5:0.64|LayerLine12@0.5:0.5:0.48|LayerCrown15@0.5:0.5:0.5|LayerCross15@0.5:0.5:0.42
986,Bug,10,7,380,760,151,Custom:X.XXXXX./XX.XX..X/XX.XXXXX/XXXXXXXX/XXXXXXXX/XXXXXXXX@0:0:1|LayerPillar12@0.5:0.5:0.64|LayerStagger9@0.5:0.5:0.48|LayerMiniDiamond9@0.5:0.5:0.5|LayerOffset12@0.5:0.5:0.42
987,Vehicle,10,7,381,762,151,Custom:..XXX.X../.XXXXXX../X.XXXXX../XXXXXXXXX/XXXXXXXXX/.XXXXXXXX@0:0:1|LayerCross15@0.5:0.5:0.64|LayerMiniDiamond9@0.5:0.5:0.48|LayerDiagonal6@0.5:0.5:0.5|LayerDiamond15@0.5:0.5:0.42
988,Weather,10,7,381,762,151,Custom:XXXXX.../..XXX.../.XXXXXXX/XXXXXXXX/X.XXXX../XXXXXX../XXXXXXXX@0:0:1|LayerStagger9@0.5:0.5:0.64|LayerCross15@0.5:0.5:0.48|LayerLine12@0.5:0.5:0.5|LayerPillar12@0.5:0.5:0.42
989,Tool,10,7,381,762,151,Custom:.....XXX/..X..XXX/XXXXX.XX/XX.X.XXX/XXX.XXXX/XXX.XXXX/XXXXXXXX@0:0:1|LayerOffset12@0.5:0.5:0.64|LayerOffset12@0.5:0.5:0.48|LayerCap18@0.5:0.5:0.5|LayerStagger9@0.5:0.5:0.42
990,Fantasy,10,7,393,786,151,Custom:....XX.X./..X...XX./X....XXXX/XX.XXXXX./XXXXXXXX./.XXXXXXX./XXXXXXXXX@0:0:1|LayerBlock9@0.5:0.5:0.64|LayerPillar12@0.5:0.5:0.48|LayerCross15@0.5:0.5:0.5|LayerCrown15@0.5:0.5:0.42
991,Food,10,7,382,764,151,Custom:..X..XXX/XXXXXXXX/XXX.XX.X/XXXXXXXX/XXXXXXXX/XXXXXXXX@0:0:1|LayerLine12@0.5:0.5:0.64|LayerDiagonal6@0.5:0.5:0.48|LayerOffset12@0.5:0.5:0.5|LayerMiniDiamond9@0.5:0.5:0.42
992,Plant,10,7,382,764,152,Custom:X..XXX.X/XX.XX.XX/X.XXXXXX/XXXXXXXX/XXXXXXXX/XXXXXXXX@0:0:1|LayerCorners12@0.5:0.5:0.64|LayerLine12@0.5:0.5:0.48|LayerDiamond15@0.5:0.5:0.5|LayerDiagonal6@0.5:0.5:0.42
993,Animal,10,7,382,764,152,Custom:.XXXXXXX./..XXXXXXX/..XXXXX.X/..XXXXXX./..XXXXXXX/XXXXXXXXX@0:0:1|LayerCrown15@0.5:0.5:0.64|LayerStagger9@0.5:0.5:0.48|LayerPillar12@0.5:0.5:0.5|LayerLine12@0.5:0.5:0.42
994,Sweet,10,7,382,764,152,Custom:XX..XXXX/X..XXXXX/..XXXXXX/XXXXXXXX/XXXXXXXX/XXXXXXXX@0:0:1|LayerDiamond15@0.5:0.5:0.64|LayerMiniDiamond9@0.5:0.5:0.48|LayerStagger9@0.5:0.5:0.5|LayerCap18@0.5:0.5:0.42
995,Bug,10,7,382,764,152,Custom:X..XX.../.XXXXX../XXXX..../XXXXXXX./XXXXXXX./XXXXXXXX/XXXXXXXX@0:0:1|LayerCap18@0.5:0.5:0.64|LayerCross15@0.5:0.5:0.48|LayerCrown15@0.5:0.5:0.5|LayerCross15@0.5:0.5:0.42
996,Vehicle,10,7,383,766,152,Custom:...X.X.../..XX.XX.X/..XXXXX../...XXXX.X/.XXXXXXXX/XXXXXXXXX/.XXXXXXXX@0:0:1|LayerPillar12@0.5:0.5:0.64|LayerOffset12@0.5:0.5:0.48|LayerMiniDiamond9@0.5:0.5:0.5|LayerOffset12@0.5:0.5:0.42
997,Weather,10,7,383,766,152,Custom:XX..X.XX/X.X...XX/.XX..XXX/XX.XX.X./.XXXXXXX/XXXXXXXX/XXXXXXXX@0:0:1|LayerCross15@0.5:0.5:0.64|LayerPillar12@0.5:0.5:0.48|LayerDiagonal6@0.5:0.5:0.5|LayerDiamond15@0.5:0.5:0.42
998,Tool,10,7,383,766,152,Custom:..XXXXX./.XXXXXXX/XXXXXXXX/XXXXXXXX/XXXXXXX./XXXXXXX.@0:0:1|LayerStagger9@0.5:0.5:0.64|LayerDiagonal6@0.5:0.5:0.48|LayerLine12@0.5:0.5:0.5|LayerPillar12@0.5:0.5:0.42
999,Fantasy,10,7,383,766,152,Custom:.X.X.X.XX/.XXX..X../XXXXXXX.X/XXXXX.XXX/XXXX.XXXX/XXXXXXXXX@0:0:1|LayerOffset12@0.5:0.5:0.64|LayerLine12@0.5:0.5:0.48|LayerCap18@0.5:0.5:0.5|LayerStagger9@0.5:0.5:0.42
1000,Fantasy,10,7,396,792,173,Custom:.XXXXXXXX/.XXXXXX../...XXXX../..XXXXXX./XXXXXXXXX/XXXXXXXXX@0:0:1|LayerBlock9@0.5:0.5:0.64|LayerStagger9@0.5:0.5:0.48|LayerCross15@0.5:0.5:0.5|LayerCrown15@0.5:0.5:0.42
1001,Plant,10,7,384,768,153,Custom:XXXXXXXX/X..XXXXX/XXXX.XXX/XX...XXX/XXXXXXXX/XXXXXXXX@0:0:1|LayerLine12@0.5:0.5:0.64|LayerMiniDiamond9@0.5:0.5:0.48|LayerOffset12@0.5:0.5:0.5|LayerMiniDiamond9@0.5:0.5:0.42
1002,Animal,10,7,384,768,153,Custom:..XXXX..X/..XXXX.../..XXXX.../..XXXXX../X.XXXXXXX/XXXXXXXXX/..XXXXXXX@0:0:1|LayerCorners12@0.5:0.5:0.64|LayerCross15@0.5:0.5:0.48|LayerDiamond15@0.5:0.5:0.5|LayerDiagonal6@0.5:0.5:0.42
1003,Sweet,10,7,384,768,153,Custom:..X.....X/...XXX.../XXXXXX.XX/.XXXXXXX./X.XXXXXXX/...XXXXXX/X.XXXXXXX@0:0:1|LayerCrown15@0.5:0.5:0.64|LayerOffset12@0.5:0.5:0.48|LayerPillar12@0.5:0.5:0.5|LayerLine12@0.5:0.5:0.42
1004,Bug,10,7,384,768,153,Custom:...XX.../...XXX../X.XXXXXX/X.XXXXXX/XXXXXXX./XXXXXXXX/XXXXXXXX@0:0:1|LayerDiamond15@0.5:0.5:0.64|LayerPillar12@0.5:0.5:0.48|LayerStagger9@0.5:0.5:0.5|LayerCap18@0.5:0.5:0.42
1005,Vehicle,10,7,385,770,153,Custom:.XXX.XXX./...XXXXX./..XXXXXXX/.XXXXXXXX/..XXXXXXX/XXXXXXXXX@0:0:1|LayerCap18@0.5:0.5:0.64|LayerDiagonal6@0.5:0.5:0.48|LayerCrown15@0.5:0.5:0.5|LayerCross15@0.5:0.5:0.42
1006,Weather,10,7,385,770,153,Custom:.XXXXX.../.XXX.X.X./XXXX.XXXX/.XXXXXXXX/.XXXXXX.X/XXXXXXXXX@0:0:1|LayerPillar12@0.5:0.5:0.64|LayerLine12@0.5:0.5:0.48|LayerMiniDiamond9@0.5:0.5:0.5|LayerOffset12@0.5:0.5:0.42
1007,Tool,10,7,385,770,153,Custom:XX..XXX./XXXXXXXX/XXXXXXXX/XXXXXX../XXXX.XXX/XXXXXXXX@0:0:1|LayerCross15@0.5:0.5:0.64|LayerStagger9@0.5:0.5:0.48|LayerDiagonal6@0.5:0.5:0.5|LayerDiamond15@0.5:0.5:0.42
1008,Fantasy,10,7,385,770,154,Custom:...X.XX../..XXXXX.X/XXX.XXXXX/XXXX.XXX./XXXXXXXXX/XXXXXXXXX@0:0:1|LayerStagger9@0.5:0.5:0.64|LayerMiniDiamond9@0.5:0.5:0.48|LayerLine12@0.5:0.5:0.5|LayerPillar12@0.5:0.5:0.42
